,MS Zoning,Street,Alley,Land Contour,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Foundation,Bsmt Qual,Total Bsmt SF,Heating,1st Flr SF,Gr Liv Area,Full Bath,Kitchen Qual,TotRms AbvGrd,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Misc Feature,Sale Type,SalePrice,Exter Qual and Gr Liv Area
94,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,5,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,3,PConc,3,1152.0,GasA,1152,1152,1,3,6,4,Attchd,1964.0,2,2.0,484.0,0,WD ,180500,3456
95,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,30.0,4,PConc,4,1141.0,GasA,1151,1151,2,4,5,0,Attchd,2006.0,3,2.0,484.0,0,New,166000,4604
96,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,SLvl,6,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,54.0,3,CBlock,3,1138.0,GasA,1138,1138,1,3,6,3,Attchd,1960.0,2,2.0,480.0,0,COD,148000,3414
97,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,894.0,GasA,1074,1074,1,4,6,4,Detchd,1966.0,1,2.0,396.0,0,WD ,124000,3222
98,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,9,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,246.0,5,PConc,5,1561.0,GasA,1561,1561,2,5,6,4,Attchd,2005.0,3,2.0,556.0,0,WD ,277500,7805
99,RL,Pave,0,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,8,1995,1995,Hip,CompShg,VinylSd,VinylSd,BrkFace,397.0,4,PConc,4,1342.0,GasA,1358,2726,2,4,9,5,Attchd,1995.0,2,3.0,725.0,0,WD ,350000,10904
100,RL,Pave,0,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,1Story,9,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,296.0,5,PConc,5,1884.0,GasA,1884,1884,2,5,7,4,Attchd,2004.0,3,3.0,670.0,0,WD ,387000,9420
101,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,4,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,528.0,GasA,605,605,1,3,5,0,0,1980.0,0,0.0,0.0,0,WD ,86000,1815
102,RL,Pave,0,Lvl,Inside,Veenker,Norm,Norm,1Fam,1Story,8,1976,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,5,CBlock,4,1426.0,GasA,1671,1671,3,5,6,4,Attchd,1976.0,2,2.0,550.0,0,WD ,290000,8355
103,C (all),Pave,0,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,3,1900,1950,Mansard,CompShg,AsbShng,AsbShng,None,0.0,3,CBlock,2,245.0,GasA,797,797,1,3,5,0,0,1980.0,0,0.0,0.0,0,WD ,44000,2391
104,RL,Pave,0,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,6,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,5,804.0,GasA,804,1961,2,4,7,3,BuiltIn,2001.0,3,2.0,560.0,0,WD ,215000,5883
105,RL,Pave,0,Lvl,Corner,NWAmes,RRAn,Feedr,2fmCon,1Story,5,1972,1972,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,3,CBlock,4,1153.0,GasA,1193,1193,2,3,6,0,Attchd,1972.0,3,2.0,501.0,0,WD ,146500,3579
106,FV,Pave,0,Lvl,FR2,Somerst,Norm,Norm,Twnhs,2Story,7,2000,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,PConc,4,673.0,GasA,673,1382,2,4,6,0,Detchd,2000.0,1,2.0,490.0,0,WD ,165000,5528
107,RM,Pave,Grvl,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,6,1916,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,BrkTil,3,714.0,GasW,1664,2526,2,4,10,4,Detchd,1916.0,1,1.0,216.0,0,CWD,136000,7578
108,RL,Pave,0,Low,CulDSac,NAmes,Norm,Norm,1Fam,1Story,6,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,902.0,3,CBlock,4,1705.0,GasA,1390,1390,1,5,4,4,Attchd,1957.0,1,2.0,550.0,0,WD ,252000,4170
109,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,PConc,4,764.0,GasA,764,1626,2,4,6,0,BuiltIn,2003.0,2,2.0,474.0,0,WD ,175500,6504
110,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,690.0,GasA,868,1558,1,3,7,4,Detchd,1939.0,1,2.0,400.0,0,WD ,150000,4674
111,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,978.0,GasA,1422,1422,1,3,6,3,Attchd,1960.0,2,1.0,286.0,Shed,WD ,139900,4266
112,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1930,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,PConc,3,1078.0,GasA,1128,1573,2,3,8,4,Detchd,1930.0,1,2.0,360.0,0,WD ,162900,4719
113,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,3,CBlock,3,1116.0,GasA,1116,1116,1,3,5,0,Attchd,1962.0,1,2.0,440.0,0,WD ,160000,3348
114,RL,Pave,0,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,2,1947,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,Slab,0,0.0,GasA,660,660,1,2,5,0,0,1980.0,0,0.0,0.0,0,WD ,63900,1980
115,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1978,1998,Gable,CompShg,HdBoard,HdBoard,BrkFace,144.0,3,PConc,3,1140.0,GasA,1707,1707,2,3,7,3,Attchd,1978.0,3,2.0,479.0,0,WD ,184000,5121
116,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,3,CBlock,3,1466.0,GasA,1466,1466,1,2,6,4,Attchd,1959.0,3,2.0,528.0,0,WD ,149900,4398
117,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,1Story,9,2000,2000,Hip,CompShg,MetalSd,MetalSd,BrkFace,260.0,4,PConc,4,1614.0,GasA,1638,1638,2,5,5,3,Attchd,2000.0,3,2.0,495.0,0,WD ,300000,6552
118,RL,Pave,0,Lvl,Corner,ClearCr,Norm,Norm,1Fam,1Story,5,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,3,CBlock,3,988.0,GasA,1721,1721,2,3,7,3,Basment,1960.0,1,2.0,626.0,0,WD ,145000,5163
119,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,928.0,GasA,928,1764,2,4,7,0,Attchd,1997.0,2,2.0,470.0,0,WD ,231500,5292
120,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,CBlock,3,996.0,GasA,996,996,1,3,6,4,0,1980.0,0,0.0,0.0,0,WD ,108000,2988
121,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,CBlock,3,1202.0,GasA,1202,1202,1,3,6,0,Attchd,1956.0,2,1.0,304.0,0,COD,120000,3606
122,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,57.0,3,CBlock,3,988.0,GasA,988,988,1,3,5,0,Detchd,1963.0,1,2.0,572.0,0,WD ,128500,2964
123,RM,Pave,Grvl,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,5,1927,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,CBlock,3,1008.0,GasA,1028,1028,1,3,5,4,Detchd,1927.0,1,2.0,360.0,0,WD ,115000,3084
124,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,CBlock,3,720.0,GasA,720,1284,1,3,5,0,Detchd,1948.0,1,1.0,240.0,0,WD ,110000,3852
125,RL,Pave,0,Lvl,CulDSac,Veenker,Norm,Norm,1Fam,2Story,9,1977,1977,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,1050.0,4,CBlock,4,994.0,GasA,1599,2944,2,4,9,4,Attchd,1977.0,2,3.0,864.0,0,WD ,150000,11776
126,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,8,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,5,707.0,GasA,707,1414,2,4,6,4,Attchd,2004.0,3,2.0,403.0,0,WD ,178000,5656
127,RL,Pave,0,HLS,Inside,Crawfor,Norm,Norm,1Fam,2Story,7,1932,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,637.0,GasA,959,1609,1,4,8,4,2Types,1963.0,1,3.0,579.0,0,WD ,199500,4827
128,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,813.0,GasA,813,1525,2,3,6,3,Attchd,1997.0,3,2.0,400.0,0,WD ,183500,4575
129,RM,Pave,0,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,SLvl,5,1967,1967,Hip,CompShg,HdBoard,Plywood,None,0.0,2,CBlock,4,624.0,GasA,1092,1656,1,3,7,1,Attchd,1967.0,1,1.0,288.0,0,WD ,126000,3312
130,RL,Pave,0,Lvl,Inside,NPkVill,Norm,Norm,Twnhs,1Story,7,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,CBlock,4,1055.0,GasA,1055,1055,2,3,4,0,Attchd,1977.0,1,2.0,440.0,0,WD ,148500,3165
131,RL,Pave,0,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,1939,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,BrkTil,3,676.0,GasA,676,1352,2,4,7,0,Detchd,1939.0,1,2.0,720.0,0,WD ,149000,4056
132,RL,Pave,0,Lvl,Inside,NPkVill,Norm,Norm,Twnhs,2Story,6,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,CBlock,4,855.0,GasA,855,1456,2,3,6,3,Attchd,1977.0,1,2.0,440.0,0,WD ,137900,4368
133,RL,Pave,0,Lvl,CulDSac,Veenker,Norm,Norm,TwnhsE,1Story,8,1993,1993,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,PConc,4,1719.0,GasA,1719,1719,1,4,6,4,Attchd,1993.0,3,2.0,473.0,0,Con,324000,6876
134,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,3,CBlock,3,864.0,GasA,864,864,1,3,5,0,0,1980.0,0,0.0,0.0,0,WD ,98000,2592
135,RM,Pave,0,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,3,CBlock,3,483.0,GasA,483,987,1,3,5,0,Detchd,1973.0,1,1.0,264.0,0,WD ,103400,2961
136,RL,Pave,0,Lvl,Inside,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,780.0,GasA,780,1020,1,3,6,0,0,1980.0,0,0.0,0.0,0,WD ,94000,3060
137,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,4,PConc,4,1554.0,GasA,1554,1554,2,4,6,4,Attchd,2006.0,2,2.0,627.0,0,WD ,209500,6216
138,RL,Pave,0,HLS,CulDSac,StoneBr,Norm,Norm,1Fam,2Story,10,2006,2006,Hip,CompShg,CemntBd,CmentBd,BrkFace,662.0,5,PConc,5,1528.0,GasA,1528,3390,3,5,10,5,BuiltIn,2006.0,3,3.0,758.0,0,New,545224,16950
139,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,6,1912,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,PConc,3,780.0,GasA,780,1560,1,4,7,0,0,1980.0,0,0.0,0.0,0,WD ,159900,6240
140,RL,Pave,0,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,4,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,3,864.0,GasA,864,864,1,3,4,0,Detchd,1951.0,1,2.0,400.0,0,WD ,141000,2592
141,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,982.0,GasA,1008,1889,2,3,9,3,Attchd,2000.0,3,2.0,431.0,0,WD ,215000,5667
142,RL,Pave,0,Lvl,Corner,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,1040.0,GasA,1040,1040,1,3,6,0,Detchd,1962.0,1,1.0,260.0,0,WD ,127000,3120
143,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,5,1954,1998,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,CBlock,3,1172.0,GasA,1172,1172,1,3,5,0,Attchd,1954.0,3,1.0,366.0,0,WD ,128000,3516
144,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,2010,2010,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,PConc,5,1642.0,GasA,1418,1418,1,4,6,4,Attchd,2010.0,2,3.0,852.0,0,New,267916,5672
145,RM,Pave,0,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,884.0,GasA,959,1367,1,3,6,4,Detchd,1978.0,1,1.0,560.0,0,WD ,127500,4101
146,RL,Pave,0,Lvl,Corner,Edwards,Norm,Norm,1Fam,SFoyer,7,2003,2003,Gable,CompShg,HdBoard,HdBoard,BrkFace,500.0,4,Slab,0,0.0,GasA,495,1922,3,4,7,5,BuiltIn,2003.0,2,2.0,672.0,0,ConLD,198500,7688
147,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,1981,1981,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,3,CBlock,4,1422.0,GasA,1422,1422,2,4,7,3,Attchd,1981.0,3,2.0,576.0,0,WD ,175500,4266
148,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,144.0,4,PConc,4,985.0,GasA,985,1842,2,4,7,3,Attchd,2000.0,3,2.0,486.0,0,WD ,217500,7368
149,RM,Pave,Grvl,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,4,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,888.0,GasA,888,1962,1,3,9,3,Detchd,1915.0,1,2.0,572.0,0,WD ,149500,5886
150,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1966,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,165.0,4,PConc,3,864.0,GasA,1120,1120,1,3,5,3,Attchd,1966.0,2,2.0,656.0,Shed,WD ,148800,4480
151,RL,Pave,0,Lvl,Inside,StoneBr,Norm,Norm,1Fam,2Story,9,2005,2006,Hip,CompShg,CemntBd,CmentBd,Stone,208.0,4,PConc,5,1992.0,GasA,1992,2868,3,5,11,4,BuiltIn,2005.0,3,3.0,716.0,0,New,556581,11472
152,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,CBlock,3,1478.0,GasA,1478,1478,1,3,6,4,Attchd,1957.0,2,2.0,442.0,0,WD ,156500,4434
153,RL,Pave,0,Lvl,Corner,CollgCr,Norm,Norm,1Fam,2Story,7,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,930.0,GasA,950,1995,2,4,8,3,Attchd,1995.0,2,2.0,610.0,0,WD ,237000,7980
154,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,912.0,GasA,912,912,1,3,5,0,Attchd,1958.0,3,1.0,297.0,Shed,WD ,120000,2736
155,RL,Pave,0,Lvl,Corner,Gilbert,Norm,Norm,1Fam,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,1326.0,GasA,1326,1326,2,4,6,0,Attchd,2005.0,3,2.0,388.0,Shed,WD ,203000,3978
156,RL,Pave,0,Lvl,Inside,StoneBr,Norm,Norm,TwnhsE,1Story,8,1987,1987,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,4,1191.0,GasA,1204,1204,2,3,5,0,Attchd,1987.0,2,2.0,461.0,0,WD ,130000,3612
157,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,2Story,6,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,3,CBlock,3,780.0,GasA,798,1611,1,3,7,0,Attchd,1964.0,2,2.0,442.0,0,WD ,167900,4833
158,RL,Pave,0,Lvl,Inside,BrkSide,RRAn,Norm,2fmCon,1Story,4,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,CBlock,3,960.0,GasW,960,960,1,3,6,0,Detchd,1970.0,1,2.0,576.0,0,WD ,129000,2880
159,RL,Pave,0,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,1957,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,64.0,3,CBlock,3,1070.0,GasA,1236,1236,1,4,6,2,Attchd,1957.0,1,1.0,447.0,0,WD ,134450,3708
160,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,816.0,GasA,1416,1416,2,4,7,0,Attchd,2007.0,1,2.0,576.0,0,WD ,112000,4248
161,RL,Pave,0,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,4,PConc,4,929.0,GasA,946,1873,2,4,7,3,Attchd,1988.0,2,2.0,619.0,0,WD ,207000,7492
162,RM,Pave,Grvl,Bnk,Inside,OldTown,Norm,Norm,Duplex,2Story,5,1922,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1040.0,GasA,1088,2128,2,3,11,0,0,1980.0,0,0.0,0.0,0,WD ,62500,6384
163,RL,Pave,0,Lvl,Inside,NridgHt,Norm,Norm,Twnhs,2Story,7,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,4,PConc,4,764.0,GasA,764,1626,2,4,6,0,BuiltIn,2003.0,2,2.0,474.0,0,WD ,154000,6504
164,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,1957,1957,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,CBlock,3,816.0,GasA,816,816,1,3,5,0,Detchd,1957.0,1,1.0,308.0,0,WD ,129900,2448
165,RM,Pave,0,Lvl,Inside,MeadowV,Norm,Norm,TwnhsE,2Story,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,CBlock,4,536.0,GasA,536,1112,1,3,4,0,Attchd,1976.0,1,1.0,336.0,0,WD ,85000,3336
166,RM,Pave,0,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,7,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,572.0,GasA,572,1111,1,3,5,4,Detchd,1982.0,1,1.0,288.0,0,WD ,116900,3333
167,RL,Pave,0,Lvl,Inside,NPkVill,Norm,Norm,Twnhs,2Story,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,CBlock,3,855.0,GasA,855,1441,2,3,7,3,Attchd,1978.0,1,2.0,440.0,0,WD ,148500,4323
168,RL,Pave,0,Lvl,Inside,Edwards,Norm,Norm,2fmCon,1.5Fin,4,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,4,672.0,Grav,672,924,1,2,5,0,Detchd,1941.0,1,1.0,280.0,0,WD ,80000,2772
169,RL,Pave,0,Lvl,CulDSac,Sawyer,Norm,Norm,1Fam,SFoyer,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,1060.0,GasA,1126,1126,1,3,5,0,Attchd,1984.0,1,2.0,506.0,0,WD ,152000,3378
170,RL,Pave,0,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,5,1954,1954,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,CBlock,2,381.0,GasA,992,992,1,3,6,0,Detchd,1954.0,1,1.0,319.0,0,Oth,155891,2976
171,RL,Pave,Pave,Bnk,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,PConc,3,768.0,GasA,752,1376,1,4,7,0,Detchd,1977.0,1,2.0,576.0,0,WD ,165000,4128
172,FV,Pave,0,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,2009,2010,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1218.0,GasA,1218,1218,2,4,4,0,Attchd,2009.0,2,2.0,676.0,0,New,204500,4872
173,RL,Pave,0,Lvl,Inside,NAmes,Artery,Norm,1Fam,2Story,5,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,224.0,3,CBlock,3,728.0,GasA,888,1644,1,4,7,4,Attchd,1942.0,1,1.0,312.0,0,WD ,146500,4932
174,RL,Pave,0,Lvl,Inside,NWAmes,RRAn,Norm,1Fam,1Story,7,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,3,CBlock,4,1271.0,GasA,1601,1601,2,3,7,3,Attchd,1978.0,2,2.0,478.0,0,COD,157000,4803
175,RM,Pave,0,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,3,1313.0,GasW,1313,2495,2,3,10,4,Detchd,1950.0,1,2.0,342.0,0,WD ,184000,7485
176,RL,Pave,0,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,6,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,783.0,GasA,807,1509,2,4,7,4,Attchd,2002.0,3,2.0,393.0,0,WD ,183200,6036
177,RL,Pave,0,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,5,1962,1962,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,116.0,3,CBlock,3,1092.0,GasA,1092,1092,1,3,6,1,Attchd,1962.0,1,1.0,288.0,0,WD ,139000,3276
178,RL,Pave,0,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,7,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4,PConc,4,1311.0,GasA,1325,2418,2,4,9,3,Attchd,1993.0,2,3.0,983.0,0,WD ,341000,9672
179,RM,Pave,0,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,3,CBlock,3,483.0,GasA,483,987,1,3,5,0,Detchd,1971.0,1,1.0,264.0,0,COD,96000,2961
180,RM,Pave,0,Lvl,Corner,Edwards,Norm,Norm,1Fam,1Story,4,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,1121.0,GasA,1121,1121,2,3,5,0,Attchd,2003.0,2,2.0,440.0,0,WD ,140000,3363
181,RM,Pave,0,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,6,1957,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,912.0,GasA,1236,1236,1,3,6,0,Attchd,1957.0,1,2.0,923.0,0,WD ,149700,3708
182,RL,Pave,0,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,4,1056.0,GasA,1074,1074,1,3,6,0,Attchd,1975.0,2,2.0,495.0,0,WD ,153500,3222
183,A (agr),Pave,0,Low,Inside,IDOTRR,Norm,Norm,1Fam,1Story,1,1952,1952,Gable,CompShg,AsbShng,VinylSd,None,0.0,2,Slab,0,0.0,Wall,733,733,1,2,4,0,Attchd,1952.0,1,2.0,487.0,0,WD ,13100,1466
184,RL,Pave,0,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,4,PConc,4,884.0,GasA,884,1768,2,4,8,0,Attchd,2003.0,2,2.0,543.0,0,WD ,224900,7072
185,FV,Pave,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1257.0,GasA,1266,1266,2,4,6,3,Attchd,2005.0,1,2.0,453.0,0,WD ,176000,5064
186,RL,Pave,0,Lvl,Inside,NoRidge,Norm,Norm,1Fam,1.5Fin,8,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,4,PConc,4,1683.0,GasA,2129,2872,2,4,9,3,Attchd,1992.0,3,2.0,541.0,0,WD ,285000,11488
187,RL,Pave,0,Lvl,CulDSac,Somerst,RRAn,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,4,PConc,4,1485.0,GasA,1464,1464,2,4,6,0,Attchd,2007.0,1,3.0,754.0,0,WD ,282922,5856
188,RL,Pave,0,Lvl,Corner,NAmes,Norm,Norm,1Fam,2Story,7,1966,1966,Gable,CompShg,MetalSd,MetalSd,BrkFace,309.0,3,CBlock,3,924.0,GasA,1216,2157,2,4,8,4,Attchd,1966.0,3,2.0,487.0,0,WD ,226000,6471
